id,follower_id,followed_id,created_at,updated_at
36,13,12,2012-10-05 18:13:29.808193,2012-10-05 18:13:29.808193
37,5,12,2012-10-05 20:00:47.64692,2012-10-05 20:00:47.64692
38,5,13,2012-10-05 20:00:51.202864,2012-10-05 20:00:51.202864
39,5,10,2012-10-05 20:03:36.805805,2012-10-05 20:03:36.805805
43,14,7,2012-10-06 01:15:27.494382,2012-10-06 01:15:27.494382
44,12,5,2012-10-06 10:14:01.454839,2012-10-06 10:14:01.454839
45,12,7,2012-10-06 10:14:18.024011,2012-10-06 10:14:18.024011
46,17,5,2012-10-06 10:51:50.390448,2012-10-06 10:51:50.390448
47,17,7,2012-10-06 10:52:15.298085,2012-10-06 10:52:15.298085
48,1,5,2012-10-10 07:33:49.583249,2012-10-10 07:33:49.583249
49,1,8,2012-10-10 07:34:03.323217,2012-10-10 07:34:03.323217
50,1,7,2012-10-10 07:34:09.266472,2012-10-10 07:34:09.266472
51,6,12,2012-10-10 07:36:11.506715,2012-10-10 07:36:11.506715
52,6,13,2012-10-10 07:36:12.799489,2012-10-10 07:36:12.799489
53,6,10,2012-10-10 07:36:15.864107,2012-10-10 07:36:15.864107
54,6,9,2012-10-10 07:36:17.68479,2012-10-10 07:36:17.68479
55,7,13,2012-10-15 07:18:36.487563,2012-10-15 07:18:36.487563
56,7,18,2012-10-15 07:18:37.60955,2012-10-15 07:18:37.60955
57,5,20,2012-10-17 04:56:14.258359,2012-10-17 04:56:14.258359
58,20,5,2012-10-17 04:56:42.246241,2012-10-17 04:56:42.246241
59,22,24,2012-10-17 05:49:53.330561,2012-10-17 05:49:53.330561
60,22,5,2012-10-17 05:50:28.891336,2012-10-17 05:50:28.891336
61,22,6,2012-10-17 05:50:37.864061,2012-10-17 05:50:37.864061
62,8,1,2012-10-17 05:51:24.535266,2012-10-17 05:51:24.535266
63,22,26,2012-10-17 05:52:09.561606,2012-10-17 05:52:09.561606
64,5,22,2012-10-17 05:56:44.428489,2012-10-17 05:56:44.428489
65,20,22,2012-10-17 05:59:48.211605,2012-10-17 05:59:48.211605
66,5,24,2012-10-17 06:05:58.52814,2012-10-17 06:05:58.52814
67,26,5,2012-10-17 06:16:44.313987,2012-10-17 06:16:44.313987
68,26,22,2012-10-17 06:17:44.305265,2012-10-17 06:17:44.305265
69,26,9,2012-10-17 06:20:44.619056,2012-10-17 06:20:44.619056
70,6,22,2012-10-17 17:16:50.729995,2012-10-17 17:16:50.729995
71,41,5,2012-10-17 21:09:09.685553,2012-10-17 21:09:09.685553
72,42,9,2012-10-17 21:48:02.33712,2012-10-17 21:48:02.33712
73,42,18,2012-10-17 21:48:03.389747,2012-10-17 21:48:03.389747
74,42,26,2012-10-17 21:48:03.788555,2012-10-17 21:48:03.788555
75,5,46,2012-10-17 23:38:23.669872,2012-10-17 23:38:23.669872
76,5,42,2012-10-17 23:38:57.265114,2012-10-17 23:38:57.265114
77,5,58,2012-10-18 03:42:55.679884,2012-10-18 03:42:55.679884
78,58,5,2012-10-18 03:43:09.083707,2012-10-18 03:43:09.083707
79,68,6,2012-10-18 13:52:42.054899,2012-10-18 13:52:42.054899
80,50,10,2012-10-18 15:01:48.835152,2012-10-18 15:01:48.835152
82,50,5,2012-10-18 15:02:03.321332,2012-10-18 15:02:03.321332
83,50,6,2012-10-18 15:02:55.453379,2012-10-18 15:02:55.453379
84,50,7,2012-10-18 15:04:01.124652,2012-10-18 15:04:01.124652
85,5,73,2012-10-18 17:54:41.708334,2012-10-18 17:54:41.708334
86,5,50,2012-10-18 17:55:44.719945,2012-10-18 17:55:44.719945
87,5,18,2012-10-18 18:18:13.945793,2012-10-18 18:18:13.945793
88,5,30,2012-10-18 22:21:50.939058,2012-10-18 22:21:50.939058
89,5,40,2012-10-18 22:22:05.869647,2012-10-18 22:22:05.869647
90,5,38,2012-10-18 22:22:33.218543,2012-10-18 22:22:33.218543
91,5,76,2012-10-18 22:23:05.057666,2012-10-18 22:23:05.057666
92,5,78,2012-10-19 03:26:50.830106,2012-10-19 03:26:50.830106
94,79,19,2012-10-19 03:26:56.922678,2012-10-19 03:26:56.922678
95,5,79,2012-10-19 03:28:18.488712,2012-10-19 03:28:18.488712
97,19,79,2012-10-19 03:28:54.455665,2012-10-19 03:28:54.455665
99,79,43,2012-10-19 03:34:33.088257,2012-10-19 03:34:33.088257
100,79,2,2012-10-19 03:34:34.677883,2012-10-19 03:34:34.677883
102,9,79,2012-10-19 03:35:32.180624,2012-10-19 03:35:32.180624
103,79,5,2012-10-19 03:35:40.971852,2012-10-19 03:35:40.971852
105,79,50,2012-10-19 03:35:44.702832,2012-10-19 03:35:44.702832
106,79,22,2012-10-19 03:36:36.882618,2012-10-19 03:36:36.882618
107,6,26,2012-10-19 03:42:52.040473,2012-10-19 03:42:52.040473
108,6,24,2012-10-19 03:42:52.84062,2012-10-19 03:42:52.84062
109,6,20,2012-10-19 03:42:58.765216,2012-10-19 03:42:58.765216
110,6,79,2012-10-19 03:42:59.107684,2012-10-19 03:42:59.107684
111,79,8,2012-10-19 03:45:22.191125,2012-10-19 03:45:22.191125
112,79,11,2012-10-19 03:45:58.397362,2012-10-19 03:45:58.397362
113,79,9,2012-10-19 03:45:58.534215,2012-10-19 03:45:58.534215
114,79,26,2012-10-19 03:48:30.678963,2012-10-19 03:48:30.678963
116,79,20,2012-10-19 03:57:21.347685,2012-10-19 03:57:21.347685
117,79,13,2012-10-19 03:57:23.34323,2012-10-19 03:57:23.34323
118,5,81,2012-10-19 04:03:18.813976,2012-10-19 04:03:18.813976
120,5,19,2012-10-19 04:09:17.033303,2012-10-19 04:09:17.033303
121,79,16,2012-10-19 04:27:44.341539,2012-10-19 04:27:44.341539
122,79,4,2012-10-19 04:27:45.237908,2012-10-19 04:27:45.237908
123,79,17,2012-10-19 04:27:46.291427,2012-10-19 04:27:46.291427
124,79,12,2012-10-19 04:27:50.50891,2012-10-19 04:27:50.50891
125,79,14,2012-10-19 04:27:51.446784,2012-10-19 04:27:51.446784
126,79,15,2012-10-19 04:27:52.69459,2012-10-19 04:27:52.69459
127,79,18,2012-10-19 04:27:54.079111,2012-10-19 04:27:54.079111
128,79,7,2012-10-19 04:27:55.902432,2012-10-19 04:27:55.902432
129,79,23,2012-10-19 04:28:04.530585,2012-10-19 04:28:04.530585
130,79,28,2012-10-19 04:28:05.100248,2012-10-19 04:28:05.100248
131,79,29,2012-10-19 04:28:06.34537,2012-10-19 04:28:06.34537
132,79,40,2012-10-19 04:28:07.104601,2012-10-19 04:28:07.104601
133,79,30,2012-10-19 04:28:08.302271,2012-10-19 04:28:08.302271
134,79,31,2012-10-19 04:28:08.865085,2012-10-19 04:28:08.865085
135,79,32,2012-10-19 04:28:10.023174,2012-10-19 04:28:10.023174
136,79,41,2012-10-19 04:28:10.504715,2012-10-19 04:28:10.504715
137,79,34,2012-10-19 04:28:13.934452,2012-10-19 04:28:13.934452
138,79,35,2012-10-19 04:28:14.676935,2012-10-19 04:28:14.676935
139,79,42,2012-10-19 04:28:18.890067,2012-10-19 04:28:18.890067
140,79,37,2012-10-19 04:28:19.602159,2012-10-19 04:28:19.602159
141,79,39,2012-10-19 04:28:20.799722,2012-10-19 04:28:20.799722
142,79,46,2012-10-19 04:28:22.107753,2012-10-19 04:28:22.107753
143,79,47,2012-10-19 04:28:22.843237,2012-10-19 04:28:22.843237
144,79,44,2012-10-19 04:28:24.075871,2012-10-19 04:28:24.075871
145,79,48,2012-10-19 04:28:24.878901,2012-10-19 04:28:24.878901
146,79,49,2012-10-19 04:28:26.090629,2012-10-19 04:28:26.090629
147,79,51,2012-10-19 04:28:26.678575,2012-10-19 04:28:26.678575
148,79,53,2012-10-19 04:28:27.717106,2012-10-19 04:28:27.717106
149,79,54,2012-10-19 04:28:28.147776,2012-10-19 04:28:28.147776
150,79,57,2012-10-19 04:28:29.201658,2012-10-19 04:28:29.201658
151,79,56,2012-10-19 04:28:30.217375,2012-10-19 04:28:30.217375
152,79,59,2012-10-19 04:28:31.358295,2012-10-19 04:28:31.358295
153,79,60,2012-10-19 04:28:31.839116,2012-10-19 04:28:31.839116
154,79,70,2012-10-19 04:28:32.314943,2012-10-19 04:28:32.314943
155,79,61,2012-10-19 04:28:34.486391,2012-10-19 04:28:34.486391
156,79,62,2012-10-19 04:28:34.894463,2012-10-19 04:28:34.894463
157,79,63,2012-10-19 04:28:35.419579,2012-10-19 04:28:35.419579
158,79,64,2012-10-19 04:28:37.760413,2012-10-19 04:28:37.760413
160,79,66,2012-10-19 04:28:39.088646,2012-10-19 04:28:39.088646
161,79,78,2012-10-19 04:28:39.467262,2012-10-19 04:28:39.467262
162,79,74,2012-10-19 04:28:40.050215,2012-10-19 04:28:40.050215
164,79,75,2012-10-19 04:28:46.255911,2012-10-19 04:28:46.255911
166,79,76,2012-10-19 04:28:55.825222,2012-10-19 04:28:55.825222
167,79,73,2012-10-19 04:28:56.754042,2012-10-19 04:28:56.754042
169,79,82,2012-10-19 04:28:59.027495,2012-10-19 04:28:59.027495
170,79,84,2012-10-19 04:29:00.584895,2012-10-19 04:29:00.584895
171,79,21,2012-10-19 04:29:15.98597,2012-10-19 04:29:15.98597
172,79,52,2012-10-19 04:29:22.078409,2012-10-19 04:29:22.078409
173,79,58,2012-10-19 04:29:23.741803,2012-10-19 04:29:23.741803
174,79,80,2012-10-19 04:29:24.62885,2012-10-19 04:29:24.62885
175,79,71,2012-10-19 04:29:25.387939,2012-10-19 04:29:25.387939
176,79,38,2012-10-19 04:29:40.377004,2012-10-19 04:29:40.377004
177,79,77,2012-10-19 04:29:45.005363,2012-10-19 04:29:45.005363
178,79,3,2012-10-19 04:29:52.296128,2012-10-19 04:29:52.296128
179,79,55,2012-10-19 04:29:58.664238,2012-10-19 04:29:58.664238
180,79,10,2012-10-19 04:30:19.784656,2012-10-19 04:30:19.784656
181,79,25,2012-10-19 04:30:22.569798,2012-10-19 04:30:22.569798
182,79,33,2012-10-19 04:30:24.615854,2012-10-19 04:30:24.615854
183,79,36,2012-10-19 04:30:25.881674,2012-10-19 04:30:25.881674
184,79,72,2012-10-19 04:30:31.737104,2012-10-19 04:30:31.737104
185,79,65,2012-10-19 04:30:32.40975,2012-10-19 04:30:32.40975
186,79,68,2012-10-19 04:30:33.823899,2012-10-19 04:30:33.823899
187,79,83,2012-10-19 04:30:36.274621,2012-10-19 04:30:36.274621
188,9,26,2012-10-19 04:33:31.602021,2012-10-19 04:33:31.602021
189,79,6,2012-10-19 04:34:25.022751,2012-10-19 04:34:25.022751
190,79,1,2012-10-19 04:34:25.960872,2012-10-19 04:34:25.960872
191,79,24,2012-10-19 04:34:28.490291,2012-10-19 04:34:28.490291
192,79,27,2012-10-19 04:34:44.665575,2012-10-19 04:34:44.665575
193,79,45,2012-10-19 04:34:56.611448,2012-10-19 04:34:56.611448
194,79,67,2012-10-19 04:37:06.598568,2012-10-19 04:37:06.598568
195,79,81,2012-10-19 04:37:27.560116,2012-10-19 04:37:27.560116
197,5,87,2012-10-19 06:34:18.472003,2012-10-19 06:34:18.472003
200,36,9,2012-10-19 07:57:26.792606,2012-10-19 07:57:26.792606
201,9,36,2012-10-19 13:36:11.131946,2012-10-19 13:36:11.131946
202,9,42,2012-10-19 13:36:11.737438,2012-10-19 13:36:11.737438
203,50,79,2012-10-19 14:54:32.178126,2012-10-19 14:54:32.178126
204,61,79,2012-10-19 15:05:03.203366,2012-10-19 15:05:03.203366
205,56,79,2012-10-19 16:40:15.29547,2012-10-19 16:40:15.29547
206,8,78,2012-10-19 18:55:04.693569,2012-10-19 18:55:04.693569
207,8,79,2012-10-19 18:55:23.311065,2012-10-19 18:55:23.311065
208,46,79,2012-10-19 19:08:57.230081,2012-10-19 19:08:57.230081
209,46,19,2012-10-19 19:08:59.035056,2012-10-19 19:08:59.035056
210,46,50,2012-10-19 19:08:59.942338,2012-10-19 19:08:59.942338
211,46,6,2012-10-19 19:09:01.619766,2012-10-19 19:09:01.619766
212,46,6,2012-10-19 19:09:02.739997,2012-10-19 19:09:02.739997
213,46,9,2012-10-19 19:09:03.834786,2012-10-19 19:09:03.834786
214,46,5,2012-10-19 19:09:04.479083,2012-10-19 19:09:04.479083
215,46,50,2012-10-19 19:09:04.947108,2012-10-19 19:09:04.947108
216,50,46,2012-10-19 19:09:54.891588,2012-10-19 19:09:54.891588
217,5,97,2012-10-19 19:12:51.473444,2012-10-19 19:12:51.473444
218,5,101,2012-10-19 22:08:04.376596,2012-10-19 22:08:04.376596
220,101,5,2012-10-19 22:12:25.519178,2012-10-19 22:12:25.519178
221,5,14,2012-10-19 23:36:31.270665,2012-10-19 23:36:31.270665
222,5,48,2012-10-19 23:36:47.903884,2012-10-19 23:36:47.903884
223,5,44,2012-10-19 23:36:50.172381,2012-10-19 23:36:50.172381
224,5,82,2012-10-19 23:37:35.145114,2012-10-19 23:37:35.145114
226,101,84,2012-10-20 00:17:53.392677,2012-10-20 00:17:53.392677
230,97,5,2012-10-20 03:13:04.539086,2012-10-20 03:13:04.539086
231,9,46,2012-10-20 03:19:33.414333,2012-10-20 03:19:33.414333
232,9,1,2012-10-20 05:52:09.079386,2012-10-20 05:52:09.079386
233,107,5,2012-10-20 17:24:27.571322,2012-10-20 17:24:27.571322
235,117,5,2012-10-21 05:02:42.597569,2012-10-21 05:02:42.597569
